,account,date,text,compound,positive,neutral,negative
379,FoxNews,Mon May 07 04:20:00 +0000 2018,"Hawaii's volcanic eruption has destroyed at least 26 homes, officials say https://t.co/PY9KqEuNnQ",-0.4939,0.0,0.775,0.225
380,FoxNews,Mon May 07 04:15:00 +0000 2018,".@RLHeinrichs: ""This is about, for John Kerry, preserving a legacy. It is not about pursuing U.S. national interest… https://t.co/8DEAzaHZWt",0.0,0.0,1.0,0.0
381,FoxNews,Mon May 07 04:10:00 +0000 2018,"More than 60 years after last attending class, Bob Barger, a 96-year-old World War II veteran, received his college… https://t.co/zVDzJBqD4q",-0.5994,0.0,0.822,0.178
382,FoxNews,Mon May 07 04:05:00 +0000 2018,".@RepGallagher: ""Term limits are a way of getting us back to that model of the citizen legislator that the framers… https://t.co/Uq2yoPOl1g",0.0,0.0,1.0,0.0
383,FoxNews,Mon May 07 04:01:00 +0000 2018,A nine-year-old passes the American flag while carrying an airsoft gun in a holster at an open carry firearm rally… https://t.co/Ts3p5Ny4VE,-0.34,0.0,0.882,0.118
384,FoxNews,Mon May 07 03:49:00 +0000 2018,".@POTUS: ""If you don't have borders, you don't have a country."" https://t.co/aiUOyRGXkV",0.0,0.0,1.0,0.0
385,FoxNews,Mon May 07 03:49:00 +0000 2018,"On @foxandfriends, @RealCandaceO blamed former President @BarackObama and others in the Democratic Party for racial… https://t.co/Q1qhKzfJE5",-0.1027,0.136,0.707,0.157
386,FoxNews,Mon May 07 03:42:00 +0000 2018,".@SebGorka: ""I just want to know now after this report came out about Kerry colluding - this is collusion, this is… https://t.co/Z6mHR453fV",-0.2263,0.058,0.844,0.098
387,FoxNews,Mon May 07 03:40:00 +0000 2018,'This is Unsustainable': Group Pushes for California to Secede from United States https://t.co/CSKm3ADOVD https://t.co/O5DfLLZ4ck,0.4215,0.177,0.823,0.0
388,FoxNews,Mon May 07 03:38:00 +0000 2018,"Earlier today, @FLOTUS Melania Trump revealed that tomorrow she'll make a major announcement at The @WhiteHouse. https://t.co/W4C4eAJPbm",0.0,0.0,1.0,0.0
389,FoxNews,Mon May 07 03:33:00 +0000 2018,".@GOPLeader: ""Not only did [Iran] get billions of dollars, they spent that money fostering terrorism around the wor… https://t.co/VHdJ15uABj",-0.6808,0.0,0.796,0.204
390,FoxNews,Mon May 07 03:31:00 +0000 2018,"Joe diGenova: ""The president will not sit down for an interview because this investigation has now reached the leve… https://t.co/uMIFjaR2Vz",0.1027,0.069,0.931,0.0
391,FoxNews,Mon May 07 03:21:00 +0000 2018,World War II veteran graduates college. https://t.co/Zwejahyct0,-0.5994,0.0,0.606,0.394
392,FoxNews,Mon May 07 03:15:00 +0000 2018,".@JoeLieberman on @JohnKerry: ""What he's doing is inappropriate."" https://t.co/R6emtwrlow",0.0,0.0,1.0,0.0
393,FoxNews,Mon May 07 03:11:00 +0000 2018,"On @foxandfriends, @DiamondandSilk called out what they called ""the very fake news, the left-wing media.""… https://t.co/krvUShHEJU",-0.5256,0.0,0.816,0.184
394,FoxNews,Mon May 07 03:07:00 +0000 2018,".@MariaBaritiromo: ""China has been stealing from America for years on years. We have not pushed back on it."" https://t.co/EGf81fT5CD",-0.5719,0.0,0.829,0.171
395,FoxNews,Mon May 07 03:06:20 +0000 2018,".@dbongino: ""Mueller's sole purpose right now is to run a smoke screen while investigating Donald #Trump to protect… https://t.co/F1AjiDo32g",0.0,0.0,1.0,0.0
396,FoxNews,Mon May 07 03:03:00 +0000 2018,"Don Gorske, the Big Mac Man: ""When I bit into that first Big Mac, it was just so good, and I just knew I was going… https://t.co/2qMnInraUP",0.5777,0.14,0.86,0.0
397,FoxNews,Mon May 07 02:58:23 +0000 2018,"Joe diGenova: ""The only thing that President @realDonaldTrump did wrong in firing @Comey was that he didn't do it I… https://t.co/y7leAIKu3m",-0.6705,0.0,0.776,0.224
398,FoxNews,Mon May 07 02:53:03 +0000 2018,".@dbongino: ""I would never want a Republican to do to a Democrat what they're doing to @realDonaldTrump now."" https://t.co/0c9zShuWTj",-0.0572,0.0,0.929,0.071
399,FoxNews,Mon May 07 02:49:21 +0000 2018,"Joe diGenova on Mueller investigation: ""They're investigating a person, not a crime, and in so doing it is the most… https://t.co/sKWtIhGQyZ",0.431,0.137,0.863,0.0
400,nytimes,Mon May 07 09:01:45 +0000 2018,He arrived at the Supreme Court last year with a reputation as a fine writer. He promptly lost it. https://t.co/vl5H3XTGk6,0.4767,0.238,0.661,0.101
401,nytimes,Mon May 07 08:45:05 +0000 2018,"When New Zealand disappeared from world maps, its prime minister found a tourism campaign https://t.co/erKknuIdBi",-0.2263,0.0,0.872,0.128
402,nytimes,Mon May 07 08:35:03 +0000 2018,"Europeans are about to gain new rights over companies that hold their data. Here's what will, and won't, change. https://t.co/JxDR2MecOF",0.5267,0.152,0.848,0.0
403,nytimes,Mon May 07 08:25:23 +0000 2018,"In the student uprisings of Paris 1968, printed posters were used in a fashion similar to social media today https://t.co/mEfXWdfdHd",0.0,0.0,1.0,0.0
404,nytimes,Mon May 07 08:17:10 +0000 2018,"If you only use a few emoji characters, you can create text shortcuts for them and disable the emoji keyboard https://t.co/v1S7TlUbEG",0.2732,0.1,0.9,0.0
405,nytimes,Mon May 07 08:00:15 +0000 2018,Something to think about next time you see mold growing on strawberries that you left in your fridge for too long https://t.co/gO2boowlDA,0.1779,0.075,0.925,0.0
406,nytimes,Mon May 07 07:43:18 +0000 2018,“We still don’t tell accurate history of our country and we still don’t frame that the United States is a country b… https://t.co/z6VwA48uct,0.4215,0.118,0.882,0.0
407,nytimes,Mon May 07 07:26:24 +0000 2018,This isn't creepy at all... https://t.co/m0YYt0vEG0,0.0,0.0,1.0,0.0
408,nytimes,Mon May 07 07:09:39 +0000 2018,"Some of the most intriguing relics of Sofia, Bulgaria's tangled past are lurking just below the sidewalk https://t.co/M7DqCPEAC9",-0.128,0.0,0.919,0.081
409,nytimes,Mon May 07 06:52:52 +0000 2018,"Pointing at his face, Carrot Top says with a grimace: “Thank you for looking at this.” Then he waits a beat, lookin… https://t.co/FrDCjWP4ol",-0.0516,0.079,0.833,0.088
410,nytimes,Mon May 07 06:35:46 +0000 2018,"In Sri Lanka, some worry that a major Buddhist holiday is becoming as commercial as Christmas. ""This shouldn’t beco… https://t.co/82XFzd0Cp0",-0.0516,0.119,0.752,0.128
411,nytimes,Mon May 07 06:19:10 +0000 2018,“There is something irresistible about being in the middle of a place — a street — where you’re normally not allowe… https://t.co/y5bhQIXTFG,0.34,0.124,0.876,0.0
412,nytimes,Mon May 07 06:02:33 +0000 2018,1 in 5 highly engaged employees is at risk of burnout. “Quite honestly in America we glorify stress.” https://t.co/k4etJrtaVe,0.8221,0.391,0.524,0.085
413,nytimes,Mon May 07 05:46:08 +0000 2018,The quality of those flamboyantly-bottled extra añejo tequilas doesn’t always measure up to the expense and hype https://t.co/KeNOaTkHbI,0.0,0.0,1.0,0.0
414,nytimes,Mon May 07 05:29:33 +0000 2018,"Tim Kane would seem to have the right stuff to be a GOP candidate for Congress in any other year. But in 2018, he s… https://t.co/EK8YYhoUkf",0.0,0.0,1.0,0.0
415,nytimes,Mon May 07 05:13:16 +0000 2018,"In an industry where cheap labor is an essential component in providing inexpensive food, a shortage of workers is… https://t.co/vXsgQyjlDP",-0.25,0.0,0.9,0.1
416,nytimes,Mon May 07 04:56:50 +0000 2018,"With our cultural obsession for contouring and strobing, many popular products are anything but subtle https://t.co/I3oGDq0v5c",0.0516,0.108,0.795,0.097
417,nytimes,Mon May 07 04:39:53 +0000 2018,"RT @MujMash: We followed a boy and his parrot - 
to tell the story of displacement from an Afghan province where 1 in every 3 people is eit…",0.0,0.0,1.0,0.0
418,nytimes,Mon May 07 04:23:25 +0000 2018,Feeling Burned Out? Here Are 3 Things That Can Help https://t.co/WxUrUfomdk,0.4939,0.344,0.656,0.0
419,nytimes,Mon May 07 04:21:45 +0000 2018,"When you think of rhubarb you probably think of strawberry-rhubarb pie, a quintessential spring dessert, but what a… https://t.co/rMToSE3MaQ",0.0,0.0,1.0,0.0
420,nytimes,Mon May 07 09:01:45 +0000 2018,He arrived at the Supreme Court last year with a reputation as a fine writer. He promptly lost it. https://t.co/vl5H3XTGk6,0.4767,0.238,0.661,0.101
421,nytimes,Mon May 07 08:45:05 +0000 2018,"When New Zealand disappeared from world maps, its prime minister found a tourism campaign https://t.co/erKknuIdBi",-0.2263,0.0,0.872,0.128
422,nytimes,Mon May 07 08:35:03 +0000 2018,"Europeans are about to gain new rights over companies that hold their data. Here's what will, and won't, change. https://t.co/JxDR2MecOF",0.5267,0.152,0.848,0.0
423,nytimes,Mon May 07 08:25:23 +0000 2018,"In the student uprisings of Paris 1968, printed posters were used in a fashion similar to social media today https://t.co/mEfXWdfdHd",0.0,0.0,1.0,0.0
424,nytimes,Mon May 07 08:17:10 +0000 2018,"If you only use a few emoji characters, you can create text shortcuts for them and disable the emoji keyboard https://t.co/v1S7TlUbEG",0.2732,0.1,0.9,0.0
425,nytimes,Mon May 07 08:00:15 +0000 2018,Something to think about next time you see mold growing on strawberries that you left in your fridge for too long https://t.co/gO2boowlDA,0.1779,0.075,0.925,0.0
426,nytimes,Mon May 07 07:43:18 +0000 2018,“We still don’t tell accurate history of our country and we still don’t frame that the United States is a country b… https://t.co/z6VwA48uct,0.4215,0.118,0.882,0.0
427,nytimes,Mon May 07 07:26:24 +0000 2018,This isn't creepy at all... https://t.co/m0YYt0vEG0,0.0,0.0,1.0,0.0
428,nytimes,Mon May 07 07:09:39 +0000 2018,"Some of the most intriguing relics of Sofia, Bulgaria's tangled past are lurking just below the sidewalk https://t.co/M7DqCPEAC9",-0.128,0.0,0.919,0.081
429,nytimes,Mon May 07 06:52:52 +0000 2018,"Pointing at his face, Carrot Top says with a grimace: “Thank you for looking at this.” Then he waits a beat, lookin… https://t.co/FrDCjWP4ol",-0.0516,0.079,0.833,0.088
430,nytimes,Mon May 07 06:35:46 +0000 2018,"In Sri Lanka, some worry that a major Buddhist holiday is becoming as commercial as Christmas. ""This shouldn’t beco… https://t.co/82XFzd0Cp0",-0.0516,0.119,0.752,0.128
431,nytimes,Mon May 07 06:19:10 +0000 2018,“There is something irresistible about being in the middle of a place — a street — where you’re normally not allowe… https://t.co/y5bhQIXTFG,0.34,0.124,0.876,0.0
432,nytimes,Mon May 07 06:02:33 +0000 2018,1 in 5 highly engaged employees is at risk of burnout. “Quite honestly in America we glorify stress.” https://t.co/k4etJrtaVe,0.8221,0.391,0.524,0.085
433,nytimes,Mon May 07 05:46:08 +0000 2018,The quality of those flamboyantly-bottled extra añejo tequilas doesn’t always measure up to the expense and hype https://t.co/KeNOaTkHbI,0.0,0.0,1.0,0.0
434,nytimes,Mon May 07 05:29:33 +0000 2018,"Tim Kane would seem to have the right stuff to be a GOP candidate for Congress in any other year. But in 2018, he s… https://t.co/EK8YYhoUkf",0.0,0.0,1.0,0.0
435,nytimes,Mon May 07 05:13:16 +0000 2018,"In an industry where cheap labor is an essential component in providing inexpensive food, a shortage of workers is… https://t.co/vXsgQyjlDP",-0.25,0.0,0.9,0.1
436,nytimes,Mon May 07 04:56:50 +0000 2018,"With our cultural obsession for contouring and strobing, many popular products are anything but subtle https://t.co/I3oGDq0v5c",0.0516,0.108,0.795,0.097
437,nytimes,Mon May 07 04:39:53 +0000 2018,"RT @MujMash: We followed a boy and his parrot - 
to tell the story of displacement from an Afghan province where 1 in every 3 people is eit…",0.0,0.0,1.0,0.0
438,nytimes,Mon May 07 04:23:25 +0000 2018,Feeling Burned Out? Here Are 3 Things That Can Help https://t.co/WxUrUfomdk,0.4939,0.344,0.656,0.0
439,nytimes,Mon May 07 04:21:45 +0000 2018,"When you think of rhubarb you probably think of strawberry-rhubarb pie, a quintessential spring dessert, but what a… https://t.co/rMToSE3MaQ",0.0,0.0,1.0,0.0
440,nytimes,Mon May 07 04:07:14 +0000 2018,Here's what you'll be binge-watching in May https://t.co/uN5eQKHyu5,0.0,0.0,1.0,0.0
441,nytimes,Mon May 07 03:52:42 +0000 2018,"You probably can't go to Mars. So we decided to bring Mars to you, or at least to your smartphone:… https://t.co/pfJlAtowRx",0.0,0.0,1.0,0.0
442,nytimes,Mon May 07 03:35:25 +0000 2018,"We're sorry if you're afraid of spiders, but this is very interesting https://t.co/iuFkNvXS5C",0.5913,0.247,0.682,0.071
443,nytimes,Mon May 07 03:19:21 +0000 2018,"Make some instant ramen. Slide an egg into the hot broth, then some butter. Crown the steaming noodles with slices… https://t.co/w7rGAXMU7z",0.0,0.0,1.0,0.0
444,nytimes,Mon May 07 03:04:15 +0000 2018,"As he battles brain cancer and the debilitating side effects of his aggressive treatment, John McCain himself is re… https://t.co/1yvLSYRiEO",-0.8225,0.0,0.664,0.336
445,nytimes,Mon May 07 02:46:28 +0000 2018,Small amounts of exercise could have an outsize effect on happiness https://t.co/JyUGGChZkd,0.5574,0.247,0.753,0.0
446,nytimes,Mon May 07 02:44:22 +0000 2018,RT @MichaelPaulson: Wait for it: The creators of @HamiltonMusical are building a traveling exhibition about Alexander Hamilton's life and t…,0.0,0.0,1.0,0.0
447,nytimes,Mon May 07 02:29:12 +0000 2018,Surfacing: Vietnamese Forged a Community in New Orleans. Now It May Be Fading. https://t.co/GzEXsoEQDP,0.0,0.0,1.0,0.0
448,nytimes,Mon May 07 02:18:21 +0000 2018,"“It’s chic to repeat” and “The best new clothes are old clothes"" https://t.co/C7H89RFeKd",0.743,0.364,0.636,0.0
449,nytimes,Mon May 07 01:59:34 +0000 2018,"A frugal legal secretary from Brooklyn, who rode the subway to one law firm for 67 years, quietly amassed a fortune… https://t.co/5OlatPZt7z",0.128,0.073,0.927,0.0
450,nytimes,Mon May 07 01:40:39 +0000 2018,"If your sofa has been mauled by a furry ""friend,"" this is for you https://t.co/VBt7nRjmBj",0.0,0.0,1.0,0.0
451,nytimes,Mon May 07 01:22:05 +0000 2018,"It’s not just you.

Those pesky robocalls — at best annoying disturbances and at worst costly financial scams — are… https://t.co/ng2lCczULw",-0.886,0.128,0.366,0.506
452,nytimes,Mon May 07 01:04:01 +0000 2018,His uncle was a mob doctor. His partners often ended up on the wrong side of the law. His business deals raised que… https://t.co/BYVveXpD7n,-0.4767,0.0,0.876,0.124
453,nytimes,Mon May 07 00:48:20 +0000 2018,Scholars Have Data on Millions of Facebook Users. Who’s Guarding It? https://t.co/JOnxsVY9Bj,0.0,0.0,1.0,0.0
454,nytimes,Mon May 07 00:33:03 +0000 2018,You Can’t Separate Money From Culture https://t.co/bcFZTr39V8,0.0,0.0,1.0,0.0
455,nytimes,Mon May 07 00:23:05 +0000 2018,"Kanye West’s recent behavior and statements have led to skepticism, scorn and what feels like a collective global r… https://t.co/BJdHHplchu",-0.296,0.108,0.69,0.203
456,nytimes,Mon May 07 00:08:02 +0000 2018,These simple tips will help you enjoy a luxury visit to L.A. without breaking the bank https://t.co/aME7Miayin,0.7096,0.296,0.704,0.0
457,nytimes,Sun May 06 23:49:54 +0000 2018,"Looking to buy 98,000 square feet of space on nearly 100 acres of land near the Canadian border? New York State has… https://t.co/WE7qtFpVEa",0.0,0.0,1.0,0.0
458,nytimes,Sun May 06 23:31:14 +0000 2018,"Fiction: Scandal Puts a Gay Father in Prison. What of His Gay Son, a Generation Later? https://t.co/gs9anIcSLg",-0.7351,0.0,0.677,0.323
459,nytimes,Sun May 06 23:21:24 +0000 2018,Your brain can instinctively trust people simply because they sound as if they know what they’re talking about https://t.co/sb4jV9iOrb,0.5106,0.155,0.845,0.0
460,nytimes,Sun May 06 23:05:54 +0000 2018,Imran Khan Warms to Pakistan’s Military. His Political Fortunes Rise. https://t.co/iZ0gou1BdC,0.2732,0.174,0.826,0.0
461,nytimes,Sun May 06 23:03:05 +0000 2018,City Kitchen: Bread Pudding Sheds Its Sweet Image https://t.co/ZTWp9kfMBx,0.4588,0.273,0.727,0.0
462,nytimes,Sun May 06 23:02:11 +0000 2018,"Nestled in centuries of dirt and debris, several well-preserved ships and artifacts have been unearthed https://t.co/yiVZKvFQHL",-0.34,0.0,0.862,0.138
463,nytimes,Sun May 06 22:43:10 +0000 2018,News Analysis: Verifying the End of a Nuclear North Korea ‘Could Make Iran Look Easy’ https://t.co/mWNeQyIbGn,0.0,0.0,1.0,0.0
464,nytimes,Sun May 06 22:40:28 +0000 2018,N.R.A. Urges Boycott of a Dallas Restaurant Supporting ‘Reasonable’ Gun Laws https://t.co/JCsYlYwVnL,-0.2023,0.186,0.513,0.301
465,nytimes,Sun May 06 22:30:13 +0000 2018,Inspections to confirm that North Korea had shut down its nuclear program and secure its arms would be far more one… https://t.co/5qcxxX1egA,0.34,0.103,0.897,0.0
466,nytimes,Sun May 06 22:15:07 +0000 2018,"""The truth is, anyone could easily do this themselves,” said one researcher who compiled a data set on 368 million… https://t.co/x0uVuBOeGd",0.5719,0.207,0.793,0.0
467,nytimes,Sun May 06 22:03:40 +0000 2018,"With Just His Parrot, a Refugee Boy Starts a Hard New Life https://t.co/k8K0O8D0kz",-0.1027,0.0,0.877,0.123
468,nytimes,Sun May 06 22:00:06 +0000 2018,"It's time to start your Met Gala prep: no, not manicures and facials, but information gathering https://t.co/dubPmM7Qwy",-0.1531,0.0,0.909,0.091
469,nytimes,Sun May 06 21:45:10 +0000 2018,"Trump said he ""essentially"" got rid of Obamacare. The IRS sees it differently. https://t.co/nTUBZkTyrd",0.0,0.0,1.0,0.0
470,nytimes,Sun May 06 21:30:10 +0000 2018,"For decades, kids played on toxic ball fields in Red Hook. Some were closed in 2012, more in 2015. Locals wonder wh… https://t.co/gDjncVU6vO",0.34,0.098,0.902,0.0
471,nytimes,Sun May 06 21:15:05 +0000 2018,"After 14 of its staff members were convicted of aiding terrorism, Turkey’s leading independent newspaper went back… https://t.co/rP4Udfyvil",-0.6808,0.0,0.787,0.213
472,nytimes,Sun May 06 21:00:06 +0000 2018,1 in 5 highly engaged employees is at risk of burnout. “Quite honestly in America we glorify stress.” https://t.co/rVwwu4vpIn,0.8221,0.391,0.524,0.085
473,nytimes,Sun May 06 20:45:09 +0000 2018,"Tim Kane would seem to have the right stuff to be a GOP candidate for Congress in any other year. But in 2018, he s… https://t.co/2VOe4uHHVo",0.0,0.0,1.0,0.0
474,nytimes,Sun May 06 20:30:04 +0000 2018,"43 years ago, after the fall of Saigon, Vietnamese refugees began forging a community in New Orleans. After decades… https://t.co/PKsSDNMhZB",0.0,0.0,1.0,0.0
475,nytimes,Sun May 06 20:15:08 +0000 2018,A naked man was caught on multiple cameras attacking his girlfriend in the lobby of a Peru hotel. He was acquitted.… https://t.co/lP41iLlFEK,-0.4404,0.05,0.814,0.136
476,nytimes,Sun May 06 20:00:06 +0000 2018,His uncle was a mob doctor. His partners often ended up on the wrong side of the law. His business deals raised que… https://t.co/F9JR6HG5nI,-0.4767,0.0,0.876,0.124
477,nytimes,Sun May 06 19:45:03 +0000 2018,"More than a billion people around the world need eyeglasses but don't have them, an affliction long overlooked on l… https://t.co/EMt22Af6R8",-0.0387,0.0,0.943,0.057
478,nytimes,Sun May 06 19:30:06 +0000 2018,"A frugal legal secretary from Brooklyn, who rode the subway to one law firm for 67 years, quietly amassed a fortune… https://t.co/iDCknH6DHU",0.128,0.073,0.927,0.0
479,nytimes,Sun May 06 19:15:06 +0000 2018,"""Avengers: Infinity War"" continued to vaporize its competition in its second week, becoming the fastest film ever t… https://t.co/XgrM1JlCXE",-0.5994,0.0,0.822,0.178
480,nytimes,Sun May 06 19:00:01 +0000 2018,The NRA told attendees at its annual meeting in Dallas to “steer clear” of a restaurant that said it would donate s… https://t.co/uVaUeOecvJ,0.0,0.0,1.0,0.0
481,nytimes,Sun May 06 18:45:08 +0000 2018,California’s struggling Republican Party faces a new low: There may be no GOP candidate for either Senate or govern… https://t.co/dbNEHLF2cs,-0.5267,0.109,0.605,0.286
482,nytimes,Sun May 06 18:30:03 +0000 2018,The garbage men of Mosul have the grim task of collecting and burying the bodies of those killed during last year's… https://t.co/yQXW5kQUOA,-0.8481,0.0,0.709,0.291
483,nytimes,Sun May 06 18:15:04 +0000 2018,"After 30 years in Pakistan, a refugee family was forced back to Afghanistan, a country still at war. Six-year-old B… https://t.co/MTKZIjGYIp",-0.7845,0.0,0.711,0.289
484,nytimes,Sun May 06 18:00:12 +0000 2018,"Pointing at his face, Carrot Top says with a grimace: “Thank you for looking at this.” Then he waits a beat, lookin… https://t.co/6bbdbGW6s3",-0.0516,0.079,0.833,0.088
485,nytimes,Sun May 06 17:45:11 +0000 2018,"As DNA test results are shared publicly, they become a tool for talking about race, often in ways that obscure its… https://t.co/86feFpkgE0",0.34,0.107,0.893,0.0
486,nytimes,Sun May 06 17:37:16 +0000 2018,"RT @ReidForgrave: A $16.5 million lottery ticket, but the winner refused to reveal his identity. Why? “A classic story about an inside job.…",0.5267,0.186,0.714,0.1
487,nytimes,Sun May 06 17:30:03 +0000 2018,"Nestled in centuries of dirt and debris, several well-preserved ships and artifacts have been unearthed https://t.co/goBCu9HoMb",-0.34,0.0,0.862,0.138
488,nytimes,Sun May 06 17:15:03 +0000 2018,"Whenever you eat it, savory brioche pudding is a good way to win a weekend https://t.co/1uEGsIAG9u",0.7717,0.358,0.642,0.0
489,nytimes,Sun May 06 17:00:10 +0000 2018,"Here are the week’s top stories, and a look ahead https://t.co/v5roiRQ5s1",0.2023,0.167,0.833,0.0
490,nytimes,Sun May 06 16:45:07 +0000 2018,Rudy Giuliani said President Trump could invoke the Fifth Amendment if Robert Mueller issues a subpoena https://t.co/F9mLpnmdXa,0.0,0.0,1.0,0.0
491,nytimes,Sun May 06 16:30:05 +0000 2018,American black bears are not always hibernating when they should be https://t.co/jz7LSkEE0S,0.0,0.0,1.0,0.0
492,nytimes,Sun May 06 16:15:04 +0000 2018,"“I know you don’t believe in climate change, but a storm’s a-coming, baby.” - Stormy Daniels in an unexpected cameo https://t.co/GSjSustRqw",0.0,0.0,1.0,0.0
493,nytimes,Sun May 06 16:01:55 +0000 2018,"“The system that we have up now in Puerto Rico is vulnerable to a hurricane, and it’s going to happen again” https://t.co/mVEP5UPZTC",-0.2263,0.0,0.913,0.087
494,nytimes,Sun May 06 16:01:15 +0000 2018,"Many experts and public officials have also lamented the decision, largely driven by federal disaster-assistance la… https://t.co/f5LJTgAL2G",-0.34,0.0,0.87,0.13
495,nytimes,Sun May 06 15:58:59 +0000 2018,The human and economic damage wrought by all that time without power may be irreparable https://t.co/mVEP5UPZTC,-0.4939,0.0,0.824,0.176
496,nytimes,Sun May 06 15:57:28 +0000 2018,"Even restored sections of the grid are nightmarishly unreliable, as evidenced by last month’s outage, the second ma… https://t.co/n65gkhin4C",0.34,0.118,0.882,0.0
497,nytimes,Sun May 06 15:56:17 +0000 2018,"Even now, while officials say the $2.5 billion reconstruction effort has restored power to 98 percent of the grid’s… https://t.co/o1YFJGpPYm",0.34,0.112,0.888,0.0
498,nytimes,Sun May 06 15:55:30 +0000 2018,"After Hurricanes Maria and Irma, Puerto Rico all but slipped from the modern era https://t.co/TBOs29BT2S",0.0,0.0,1.0,0.0
499,nytimes,Sun May 06 15:45:04 +0000 2018,"""The distance was supposed to buffer me, but it didn’t. There is no escape from the suffering that engulfs Afghanis… https://t.co/L7DdBOdYYP",-0.7096,0.076,0.667,0.257
